SPX Index;;;S5SFTW Index;;;S5PHRM Index;;;S5CPGS Index;;;S5ENRSX Index;;;S5FDBT Index;;;S5TECH Index;;;S5RETL Index;;;S5BANKX Index;;;S5HCES Index;;;S5DIVF Index;;;S5UTILX Index;;;S5MEDA Index;;;S5REAL Index;;;S5TELSX Index;;;S5MATRX Index;;;S5INSU Index;;;S5FDSR Index;;;S5HOUS Index;;;S5SSEQX Index;;;S5TRAN Index;;;S5HOTR Index;;;S5CODU Index;;;S5AUCO Index;;;S5COMS Index;
Date;PX_LAST;;Date;PX_LAST;;Date;PX_LAST;;Date;PX_LAST;;Date;PX_LAST;;Date;PX_LAST;;Date;PX_LAST;;Date;PX_LAST;;Date;PX_LAST;;Date;PX_LAST;;Date;PX_LAST;;Date;PX_LAST;;Date;PX_LAST;;Date;PX_LAST;;Date;PX_LAST;;Date;PX_LAST;;Date;PX_LAST;;Date;PX_LAST;;Date;PX_LAST;;Date;PX_LAST;;Date;PX_LAST;;Date;PX_LAST;;Date;PX_LAST;;Date;PX_LAST;;Date;PX_LAST
7/16/2010;1064.88;;7/16/2010;436.54;;7/16/2010;309.93;;7/16/2010;261.33;;7/16/2010;386.77;;7/16/2010;311.06;;7/16/2010;380.86;;7/16/2010;390.58;;7/16/2010;130.6;;7/16/2010;321.72;;7/16/2010;299.9667;;7/16/2010;150.86;;7/16/2010;168.24;;7/16/2010;100.6;;7/16/2010;104.32;;7/16/2010;181.01;;7/16/2010;167.03;;7/16/2010;170.2;;7/16/2010;367.63;;7/16/2010;302.74;;7/16/2010;262.11;;7/16/2010;392.96;;7/16/2010;131.75;;7/16/2010;83.03;;7/16/2010;128.17
7/19/2010;1071.25;;7/19/2010;441.69;;7/19/2010;312;;7/19/2010;263.13;;7/19/2010;390.53;;7/19/2010;311.4;;7/19/2010;381.97;;7/19/2010;392.22;;7/19/2010;129.97;;7/19/2010;321.92;;7/19/2010;299.597;;7/19/2010;153.09;;7/19/2010;171.62;;7/19/2010;102.24;;7/19/2010;104.9;;7/19/2010;181.31;;7/19/2010;167.31;;7/19/2010;169.94;;7/19/2010;367.53;;7/19/2010;311.09;;7/19/2010;262.77;;7/19/2010;395.28;;7/19/2010;131.81;;7/19/2010;83.79;;7/19/2010;128.74
7/20/2010;1083.48;;7/20/2010;445.5;;7/20/2010;310.35;;7/20/2010;267.71;;7/20/2010;397.97;;7/20/2010;316.89;;7/20/2010;385.8;;7/20/2010;399.86;;7/20/2010;129.88;;7/20/2010;323.08;;7/20/2010;303.8447;;7/20/2010;154.37;;7/20/2010;172.47;;7/20/2010;104.23;;7/20/2010;105.25;;7/20/2010;186.58;;7/20/2010;169.52;;7/20/2010;173.15;;7/20/2010;369.28;;7/20/2010;311.01;;7/20/2010;266.01;;7/20/2010;401.65;;7/20/2010;134.06;;7/20/2010;86.35;;7/20/2010;130.38
7/21/2010;1069.59;;7/21/2010;438.53;;7/21/2010;307.48;;7/21/2010;267.49;;7/21/2010;392.6;;7/21/2010;315.15;;7/21/2010;381.67;;7/21/2010;393.15;;7/21/2010;128.8;;7/21/2010;314.81;;7/21/2010;297.7419;;7/21/2010;152.19;;7/21/2010;168.36;;7/21/2010;101.79;;7/21/2010;105.02;;7/21/2010;185.75;;7/21/2010;166.27;;7/21/2010;170.67;;7/21/2010;363.82;;7/21/2010;305.34;;7/21/2010;262.25;;7/21/2010;395.25;;7/21/2010;132.89;;7/21/2010;85.1;;7/21/2010;129.73
7/22/2010;1093.67;;7/22/2010;449.6;;7/22/2010;310.59;;7/22/2010;275.18;;7/22/2010;401.21;;7/22/2010;318.34;;7/22/2010;392.65;;7/22/2010;404.62;;7/22/2010;134.13;;7/22/2010;313.19;;7/22/2010;305.5122;;7/22/2010;154.68;;7/22/2010;173.31;;7/22/2010;106.03;;7/22/2010;107.09;;7/22/2010;190.09;;7/22/2010;171.03;;7/22/2010;172.27;;7/22/2010;365.67;;7/22/2010;313.99;;7/22/2010;274.08;;7/22/2010;405.23;;7/22/2010;137.27;;7/22/2010;89.59;;7/22/2010;132.74
7/23/2010;1102.66;;7/23/2010;453.42;;7/23/2010;310;;7/23/2010;281.17;;7/23/2010;402.3;;7/23/2010;320.16;;7/23/2010;394.18;;7/23/2010;408.17;;7/23/2010;134.9;;7/23/2010;315.15;;7/23/2010;307.298;;7/23/2010;154.82;;7/23/2010;176.62;;7/23/2010;107.3;;7/23/2010;108.35;;7/23/2010;193.84;;7/23/2010;172.53;;7/23/2010;175.7;;7/23/2010;369.08;;7/23/2010;314.54;;7/23/2010;278.2;;7/23/2010;407.37;;7/23/2010;139.64;;7/23/2010;91.27;;7/23/2010;134.56
7/26/2010;1115.01;;7/26/2010;455.72;;7/26/2010;314.63;;7/26/2010;285.58;;7/26/2010;406.57;;7/26/2010;321.89;;7/26/2010;396.87;;7/26/2010;415.68;;7/26/2010;137.84;;7/26/2010;319.37;;7/26/2010;312.4605;;7/26/2010;155.84;;7/26/2010;178.63;;7/26/2010;110.01;;7/26/2010;109.98;;7/26/2010;194.85;;7/26/2010;173.35;;7/26/2010;175.25;;7/26/2010;372.26;;7/26/2010;316.58;;7/26/2010;284.87;;7/26/2010;413.05;;7/26/2010;142.43;;7/26/2010;92.21;;7/26/2010;136.92
7/27/2010;1113.84;;7/27/2010;456.02;;7/27/2010;315.48;;7/27/2010;283.52;;7/27/2010;405.07;;7/27/2010;323.4;;7/27/2010;398.74;;7/27/2010;407.72;;7/27/2010;139.14;;7/27/2010;317.83;;7/27/2010;312.3027;;7/27/2010;158.35;;7/27/2010;177.19;;7/27/2010;109.45;;7/27/2010;110.38;;7/27/2010;193.61;;7/27/2010;173.29;;7/27/2010;174.65;;7/27/2010;375.62;;7/27/2010;314.69;;7/27/2010;282.27;;7/27/2010;409.68;;7/27/2010;140.69;;7/27/2010;91.68;;7/27/2010;136.11
7/28/2010;1106.13;;7/28/2010;451.96;;7/28/2010;312.37;;7/28/2010;282.55;;7/28/2010;404.51;;7/28/2010;320.97;;7/28/2010;395.35;;7/28/2010;403.65;;7/28/2010;137.29;;7/28/2010;311.04;;7/28/2010;309.4338;;7/28/2010;157.49;;7/28/2010;176.53;;7/28/2010;109.47;;7/28/2010;110.78;;7/28/2010;192.6;;7/28/2010;171.53;;7/28/2010;175.11;;7/28/2010;372.81;;7/28/2010;310.22;;7/28/2010;283.31;;7/28/2010;407.26;;7/28/2010;138.51;;7/28/2010;91.61;;7/28/2010;134.96
7/29/2010;1101.53;;7/29/2010;448.75;;7/29/2010;312.42;;7/29/2010;282.32;;7/29/2010;404.16;;7/29/2010;318.3;;7/29/2010;392.08;;7/29/2010;400.91;;7/29/2010;136.27;;7/29/2010;310.71;;7/29/2010;311.9778;;7/29/2010;154.95;;7/29/2010;175.07;;7/29/2010;108.19;;7/29/2010;110.21;;7/29/2010;192.61;;7/29/2010;172.89;;7/29/2010;173.94;;7/29/2010;365.13;;7/29/2010;303.93;;7/29/2010;281.86;;7/29/2010;404.97;;7/29/2010;138.89;;7/29/2010;91.23;;7/29/2010;134.41
7/30/2010;1101.6;;7/30/2010;448.87;;7/30/2010;312.39;;7/30/2010;282.64;;7/30/2010;403.14;;7/30/2010;319.34;;7/30/2010;389.77;;7/30/2010;405.06;;7/30/2010;136.12;;7/30/2010;313.31;;7/30/2010;311.1044;;7/30/2010;153.97;;7/30/2010;176.64;;7/30/2010;108.91;;7/30/2010;110.13;;7/30/2010;193.56;;7/30/2010;173.36;;7/30/2010;174.28;;7/30/2010;364.29;;7/30/2010;298.7;;7/30/2010;283.82;;7/30/2010;406.11;;7/30/2010;139.42;;7/30/2010;90.42;;7/30/2010;133.57
8/2/2010;1125.86;;8/2/2010;455.93;;8/2/2010;318.59;;8/2/2010;288.12;;8/2/2010;417.48;;8/2/2010;323.37;;8/2/2010;399.9;;8/2/2010;413.59;;8/2/2010;140.23;;8/2/2010;319.22;;8/2/2010;318.9348;;8/2/2010;157.04;;8/2/2010;180.71;;8/2/2010;112.87;;8/2/2010;112.34;;8/2/2010;198.69;;8/2/2010;176.72;;8/2/2010;175.98;;8/2/2010;368.41;;8/2/2010;304.77;;8/2/2010;290.03;;8/2/2010;411.61;;8/2/2010;142.53;;8/2/2010;93;;8/2/2010;136.16
8/3/2010;1120.46;;8/3/2010;454.92;;8/3/2010;321.77;;8/3/2010;286.71;;8/3/2010;418.28;;8/3/2010;323.09;;8/3/2010;398.74;;8/3/2010;405.66;;8/3/2010;138.13;;8/3/2010;320.28;;8/3/2010;315.917;;8/3/2010;156.59;;8/3/2010;178.87;;8/3/2010;111.65;;8/3/2010;112.28;;8/3/2010;195.38;;8/3/2010;174.66;;8/3/2010;175.41;;8/3/2010;359.58;;8/3/2010;301.19;;8/3/2010;289.32;;8/3/2010;410.02;;8/3/2010;139.83;;8/3/2010;91.49;;8/3/2010;135.31
8/4/2010;1127.24;;8/4/2010;458.06;;8/4/2010;324.5;;8/4/2010;288.66;;8/4/2010;420.44;;8/4/2010;325.2;;8/4/2010;401.12;;8/4/2010;414.45;;8/4/2010;137.44;;8/4/2010;323.43;;8/4/2010;316.8553;;8/4/2010;156.73;;8/4/2010;180.83;;8/4/2010;112.46;;8/4/2010;112.21;;8/4/2010;196.84;;8/4/2010;175.85;;8/4/2010;175.23;;8/4/2010;358.5;;8/4/2010;302.31;;8/4/2010;292.99;;8/4/2010;413.45;;8/4/2010;142.63;;8/4/2010;92.64;;8/4/2010;134.55
8/5/2010;1125.81;;8/5/2010;455.71;;8/5/2010;323.49;;8/5/2010;289.06;;8/5/2010;420.81;;8/5/2010;323.44;;8/5/2010;399.38;;8/5/2010;416.8;;8/5/2010;136.91;;8/5/2010;324.68;;8/5/2010;315.1299;;8/5/2010;156.8;;8/5/2010;181.74;;8/5/2010;111.08;;8/5/2010;112.49;;8/5/2010;197.5;;8/5/2010;176.3;;8/5/2010;174.42;;8/5/2010;358.84;;8/5/2010;302.1;;8/5/2010;293.64;;8/5/2010;411.44;;8/5/2010;142.4;;8/5/2010;92.63;;8/5/2010;133.55
8/6/2010;1121.64;;8/6/2010;454.97;;8/6/2010;324.87;;8/6/2010;287.89;;8/6/2010;415.95;;8/6/2010;325.02;;8/6/2010;397.15;;8/6/2010;414.69;;8/6/2010;135.28;;8/6/2010;325.59;;8/6/2010;312.2005;;8/6/2010;156.97;;8/6/2010;179.64;;8/6/2010;110.49;;8/6/2010;112.02;;8/6/2010;196.87;;8/6/2010;175.51;;8/6/2010;174.31;;8/6/2010;359.12;;8/6/2010;301.76;;8/6/2010;290.57;;8/6/2010;413.54;;8/6/2010;142.2;;8/6/2010;92.58;;8/6/2010;133.19
8/9/2010;1127.79;;8/9/2010;458.78;;8/9/2010;326.34;;8/9/2010;288.98;;8/9/2010;418.33;;8/9/2010;326.47;;8/9/2010;397.37;;8/9/2010;418.45;;8/9/2010;136.96;;8/9/2010;325.08;;8/9/2010;312.1787;;8/9/2010;157.61;;8/9/2010;180.89;;8/9/2010;111.91;;8/9/2010;113.19;;8/9/2010;197.73;;8/9/2010;177.29;;8/9/2010;175.58;;8/9/2010;360.9;;8/9/2010;302.89;;8/9/2010;294.44;;8/9/2010;418.24;;8/9/2010;143.5;;8/9/2010;93.24;;8/9/2010;134.26
8/10/2010;1121.06;;8/10/2010;455.43;;8/10/2010;327.6;;8/10/2010;286.77;;8/10/2010;415.02;;8/10/2010;327.09;;8/10/2010;392.74;;8/10/2010;414.2;;8/10/2010;135.86;;8/10/2010;324.85;;8/10/2010;308.3078;;8/10/2010;158.29;;8/10/2010;180.35;;8/10/2010;110.96;;8/10/2010;113.64;;8/10/2010;195.81;;8/10/2010;175.72;;8/10/2010;175.43;;8/10/2010;363.47;;8/10/2010;294.06;;8/10/2010;292.25;;8/10/2010;414.04;;8/10/2010;142.28;;8/10/2010;91.77;;8/10/2010;132.69
8/11/2010;1089.47;;8/11/2010;445.75;;8/11/2010;319.39;;8/11/2010;276.08;;8/11/2010;402.8;;8/11/2010;321.47;;8/11/2010;380.5;;8/11/2010;405.85;;8/11/2010;129.28;;8/11/2010;315.37;;8/11/2010;297.7021;;8/11/2010;155.11;;8/11/2010;174.74;;8/11/2010;108.23;;8/11/2010;111.73;;8/11/2010;189.24;;8/11/2010;169.91;;8/11/2010;171.22;;8/11/2010;358.66;;8/11/2010;285.94;;8/11/2010;281.24;;8/11/2010;403.05;;8/11/2010;137.82;;8/11/2010;88.22;;8/11/2010;128.11
8/12/2010;1083.61;;8/12/2010;441.38;;8/12/2010;320.8;;8/12/2010;273.73;;8/12/2010;400.82;;8/12/2010;321.21;;8/12/2010;369.74;;8/12/2010;405.73;;8/12/2010;128.24;;8/12/2010;316.33;;8/12/2010;296.5586;;8/12/2010;154.5;;8/12/2010;173.67;;8/12/2010;106.76;;8/12/2010;112.77;;8/12/2010;190.12;;8/12/2010;168.81;;8/12/2010;170.83;;8/12/2010;357.64;;8/12/2010;283.4;;8/12/2010;278.93;;8/12/2010;403.32;;8/12/2010;136.82;;8/12/2010;86.87;;8/12/2010;127.22
8/13/2010;1079.25;;8/13/2010;438.97;;8/13/2010;319.14;;8/13/2010;273.24;;8/13/2010;399.46;;8/13/2010;321.9;;8/13/2010;367.17;;8/13/2010;399.98;;8/13/2010;127.37;;8/13/2010;315.69;;8/13/2010;295.6847;;8/13/2010;155;;8/13/2010;172.01;;8/13/2010;106.74;;8/13/2010;112.66;;8/13/2010;189.39;;8/13/2010;168.45;;8/13/2010;170.46;;8/13/2010;355.97;;8/13/2010;280.5;;8/13/2010;277.61;;8/13/2010;400.57;;8/13/2010;135.89;;8/13/2010;85.84;;8/13/2010;126.86
8/16/2010;1079.38;;8/16/2010;439.82;;8/16/2010;318.27;;8/16/2010;272.99;;8/16/2010;399.74;;8/16/2010;322.35;;8/16/2010;369.06;;8/16/2010;400.46;;8/16/2010;127.05;;8/16/2010;313.68;;8/16/2010;295.4669;;8/16/2010;155.08;;8/16/2010;171.68;;8/16/2010;106.74;;8/16/2010;112.33;;8/16/2010;190.24;;8/16/2010;167.58;;8/16/2010;170.2;;8/16/2010;355.77;;8/16/2010;282.95;;8/16/2010;277.71;;8/16/2010;401.08;;8/16/2010;136.02;;8/16/2010;85.78;;8/16/2010;127.45
8/17/2010;1092.54;;8/17/2010;444.7;;8/17/2010;322.05;;8/17/2010;277.52;;8/17/2010;405.59;;8/17/2010;324.8;;8/17/2010;373.58;;8/17/2010;407.56;;8/17/2010;126.59;;8/17/2010;318.31;;8/17/2010;297.0663;;8/17/2010;156.47;;8/17/2010;172.93;;8/17/2010;109.72;;8/17/2010;113.69;;8/17/2010;194.64;;8/17/2010;169.59;;8/17/2010;171.56;;8/17/2010;358.42;;8/17/2010;285.5;;8/17/2010;284.09;;8/17/2010;408.75;;8/17/2010;138.48;;8/17/2010;87.42;;8/17/2010;129.71
8/18/2010;1094.16;;8/18/2010;445.05;;8/18/2010;320.81;;8/18/2010;277.64;;8/18/2010;401.23;;8/18/2010;325.1;;8/18/2010;376.52;;8/18/2010;414.3;;8/18/2010;127.01;;8/18/2010;319.58;;8/18/2010;298.1902;;8/18/2010;155.66;;8/18/2010;174.18;;8/18/2010;109.68;;8/18/2010;114.45;;8/18/2010;195.35;;8/18/2010;170.7;;8/18/2010;170.71;;8/18/2010;360.66;;8/18/2010;287.78;;8/18/2010;285.76;;8/18/2010;409.7;;8/18/2010;139.2;;8/18/2010;88.02;;8/18/2010;129.65
8/19/2010;1075.63;;8/19/2010;441.46;;8/19/2010;316.28;;8/19/2010;271.48;;8/19/2010;395.2;;8/19/2010;321.4;;8/19/2010;370.69;;8/19/2010;408.28;;8/19/2010;122.99;;8/19/2010;312.58;;8/19/2010;291.77;;8/19/2010;153.49;;8/19/2010;170.56;;8/19/2010;106.75;;8/19/2010;112.83;;8/19/2010;191.14;;8/19/2010;166.94;;8/19/2010;168.18;;8/19/2010;357.7;;8/19/2010;281.69;;8/19/2010;280.09;;8/19/2010;404.23;;8/19/2010;136.22;;8/19/2010;85.55;;8/19/2010;127.78
8/20/2010;1071.69;;8/20/2010;441.33;;8/20/2010;315.51;;8/20/2010;269.36;;8/20/2010;390.41;;8/20/2010;321.74;;8/20/2010;370.39;;8/20/2010;409.05;;8/20/2010;122.92;;8/20/2010;310.13;;8/20/2010;290.9633;;8/20/2010;153.81;;8/20/2010;169.73;;8/20/2010;106.45;;8/20/2010;111.34;;8/20/2010;190.45;;8/20/2010;166.5;;8/20/2010;168.21;;8/20/2010;356.02;;8/20/2010;281.57;;8/20/2010;279.28;;8/20/2010;404.56;;8/20/2010;135.78;;8/20/2010;84.62;;8/20/2010;127.8
8/23/2010;1067.36;;8/23/2010;439.31;;8/23/2010;317.37;;8/23/2010;266.2;;8/23/2010;391.19;;8/23/2010;321.75;;8/23/2010;364.52;;8/23/2010;405.01;;8/23/2010;121.66;;8/23/2010;309.58;;8/23/2010;289.4687;;8/23/2010;154.7;;8/23/2010;167.97;;8/23/2010;105.97;;8/23/2010;111.24;;8/23/2010;188.48;;8/23/2010;165.69;;8/23/2010;169.9;;8/23/2010;356.31;;8/23/2010;278.86;;8/23/2010;276.82;;8/23/2010;403.24;;8/23/2010;135.37;;8/23/2010;83.69;;8/23/2010;126.6
8/24/2010;1051.87;;8/24/2010;433.75;;8/24/2010;312.34;;8/24/2010;260.71;;8/24/2010;385.57;;8/24/2010;321.21;;8/24/2010;356.86;;8/24/2010;399.72;;8/24/2010;118.72;;8/24/2010;300.43;;8/24/2010;284.1859;;8/24/2010;155.15;;8/24/2010;164.87;;8/24/2010;105.14;;8/24/2010;111.54;;8/24/2010;184.09;;8/24/2010;163.53;;8/24/2010;168.8;;8/24/2010;354.58;;8/24/2010;274.64;;8/24/2010;271.66;;8/24/2010;395.98;;8/24/2010;133.48;;8/24/2010;80.93;;8/24/2010;125.22
8/25/2010;1055.33;;8/25/2010;435.09;;8/25/2010;314.53;;8/25/2010;260.21;;8/25/2010;384.56;;8/25/2010;321.22;;8/25/2010;359.28;;8/25/2010;405.18;;8/25/2010;118.23;;8/25/2010;304.9;;8/25/2010;284.4725;;8/25/2010;154.71;;8/25/2010;165.78;;8/25/2010;106.95;;8/25/2010;112.25;;8/25/2010;184.61;;8/25/2010;164.53;;8/25/2010;169.7;;8/25/2010;354.33;;8/25/2010;275.96;;8/25/2010;271.26;;8/25/2010;400.1;;8/25/2010;134.91;;8/25/2010;81.36;;8/25/2010;125.14
8/26/2010;1047.22;;8/26/2010;430.63;;8/26/2010;312.13;;8/26/2010;259.2;;8/26/2010;380.6;;8/26/2010;319.41;;8/26/2010;355.55;;8/26/2010;401.28;;8/26/2010;117.52;;8/26/2010;302.13;;8/26/2010;281.3364;;8/26/2010;154;;8/26/2010;165.05;;8/26/2010;106.17;;8/26/2010;111.8;;8/26/2010;184.65;;8/26/2010;163.35;;8/26/2010;167.71;;8/26/2010;352.44;;8/26/2010;271.38;;8/26/2010;271.74;;8/26/2010;399.38;;8/26/2010;132.95;;8/26/2010;80.52;;8/26/2010;124.25
8/27/2010;1064.59;;8/27/2010;436.59;;8/27/2010;315.01;;8/27/2010;264.77;;8/27/2010;391.05;;8/27/2010;322.45;;8/27/2010;358.36;;8/27/2010;405.82;;8/27/2010;120.43;;8/27/2010;305.3;;8/27/2010;286.7776;;8/27/2010;156.92;;8/27/2010;168.01;;8/27/2010;108.01;;8/27/2010;112.71;;8/27/2010;190.07;;8/27/2010;168.62;;8/27/2010;167.67;;8/27/2010;354.41;;8/27/2010;275.67;;8/27/2010;277.19;;8/27/2010;405.31;;8/27/2010;134.87;;8/27/2010;82.95;;8/27/2010;126.55
8/30/2010;1048.92;;8/30/2010;430.38;;8/30/2010;312.23;;8/30/2010;260.2;;8/30/2010;385.01;;8/30/2010;319.71;;8/30/2010;356.84;;8/30/2010;396.82;;8/30/2010;116.55;;8/30/2010;300.44;;8/30/2010;280.2243;;8/30/2010;154.71;;8/30/2010;165.74;;8/30/2010;106.92;;8/30/2010;111.34;;8/30/2010;187.41;;8/30/2010;165.53;;8/30/2010;166.04;;8/30/2010;351.6;;8/30/2010;268.4;;8/30/2010;273.15;;8/30/2010;398.45;;8/30/2010;132.55;;8/30/2010;81.38;;8/30/2010;125.1
8/31/2010;1049.33;;8/31/2010;428.55;;8/31/2010;312.09;;8/31/2010;259.19;;8/31/2010;384.14;;8/31/2010;321.27;;8/31/2010;355.33;;8/31/2010;396.74;;8/31/2010;117.87;;8/31/2010;296.86;;8/31/2010;282.4116;;8/31/2010;155.34;;8/31/2010;166.78;;8/31/2010;107.86;;8/31/2010;112.61;;8/31/2010;188.05;;8/31/2010;167.24;;8/31/2010;164.89;;8/31/2010;353.13;;8/31/2010;264.25;;8/31/2010;273.57;;8/31/2010;398.27;;8/31/2010;132.27;;8/31/2010;80.85;;8/31/2010;124.26
9/1/2010;1080.29;;9/1/2010;439.4;;9/1/2010;318.94;;9/1/2010;269.33;;9/1/2010;398.13;;9/1/2010;327;;9/1/2010;365.35;;9/1/2010;411.59;;9/1/2010;123.18;;9/1/2010;304.09;;9/1/2010;293.4474;;9/1/2010;158.77;;9/1/2010;171.88;;9/1/2010;111.59;;9/1/2010;114.44;;9/1/2010;193.48;;9/1/2010;172.97;;9/1/2010;168.92;;9/1/2010;355.44;;9/1/2010;271.4;;9/1/2010;284.51;;9/1/2010;409.64;;9/1/2010;137.36;;9/1/2010;83.78;;9/1/2010;127.7
9/2/2010;1090.1;;9/2/2010;441.26;;9/2/2010;320.08;;9/2/2010;272.97;;9/2/2010;401.61;;9/2/2010;328.03;;9/2/2010;369.96;;9/2/2010;420.59;;9/2/2010;125.07;;9/2/2010;307.1;;9/2/2010;295.8893;;9/2/2010;158.52;;9/2/2010;174.5;;9/2/2010;113.2;;9/2/2010;114.69;;9/2/2010;195.55;;9/2/2010;173.96;;9/2/2010;171.13;;9/2/2010;357.19;;9/2/2010;275.7;;9/2/2010;288.35;;9/2/2010;417.1;;9/2/2010;139.46;;9/2/2010;84.96;;9/2/2010;128.69
9/3/2010;1104.51;;9/3/2010;447.65;;9/3/2010;322.26;;9/3/2010;277.09;;9/3/2010;405.43;;9/3/2010;330.24;;9/3/2010;377.83;;9/3/2010;425.89;;9/3/2010;127.85;;9/3/2010;311.42;;9/3/2010;303.2721;;9/3/2010;159.48;;9/3/2010;177.22;;9/3/2010;114.78;;9/3/2010;114.99;;9/3/2010;197.99;;9/3/2010;176.98;;9/3/2010;172.28;;9/3/2010;358.69;;9/3/2010;279.32;;9/3/2010;291.94;;9/3/2010;421.81;;9/3/2010;142.08;;9/3/2010;87.58;;9/3/2010;130.18
9/6/2010;1104.51;;9/6/2010;447.65;;9/6/2010;322.26;;9/6/2010;277.09;;9/6/2010;405.43;;9/6/2010;330.24;;9/6/2010;377.83;;9/6/2010;425.89;;9/6/2010;127.85;;9/6/2010;311.42;;9/6/2010;303.2721;;9/6/2010;159.48;;9/6/2010;177.22;;9/6/2010;114.78;;9/6/2010;114.99;;9/6/2010;197.99;;9/6/2010;176.98;;9/6/2010;172.28;;9/6/2010;358.69;;9/6/2010;279.32;;9/6/2010;291.94;;9/6/2010;421.81;;9/6/2010;142.08;;9/6/2010;87.58;;9/6/2010;130.18
9/7/2010;1091.84;;9/7/2010;445.13;;9/7/2010;320.5;;9/7/2010;274.56;;9/7/2010;399.02;;9/7/2010;329.22;;9/7/2010;374.6;;9/7/2010;418.9;;9/7/2010;123.64;;9/7/2010;309.27;;9/7/2010;296.1042;;9/7/2010;158.59;;9/7/2010;173.32;;9/7/2010;112.91;;9/7/2010;114.6;;9/7/2010;196.32;;9/7/2010;173.44;;9/7/2010;171.42;;9/7/2010;357.62;;9/7/2010;273.95;;9/7/2010;289.88;;9/7/2010;420.13;;9/7/2010;140.32;;9/7/2010;85.3;;9/7/2010;128.26
9/8/2010;1098.87;;9/8/2010;446.44;;9/8/2010;322.79;;9/8/2010;277.39;;9/8/2010;402.41;;9/8/2010;330.49;;9/8/2010;377.46;;9/8/2010;422.26;;9/8/2010;125.5;;9/8/2010;309.22;;9/8/2010;299.7474;;9/8/2010;157.87;;9/8/2010;174.54;;9/8/2010;113.31;;9/8/2010;115.24;;9/8/2010;197.62;;9/8/2010;175.19;;9/8/2010;171.95;;9/8/2010;358.67;;9/8/2010;272.78;;9/8/2010;293.22;;9/8/2010;423.25;;9/8/2010;141.26;;9/8/2010;85.01;;9/8/2010;128.56
9/9/2010;1104.18;;9/9/2010;447.99;;9/9/2010;326.47;;9/9/2010;277.9;;9/9/2010;403.26;;9/9/2010;332.07;;9/9/2010;376.79;;9/9/2010;422.44;;9/9/2010;127.77;;9/9/2010;312.91;;9/9/2010;304.4106;;9/9/2010;159.03;;9/9/2010;175.43;;9/9/2010;111.98;;9/9/2010;116.62;;9/9/2010;197.06;;9/9/2010;176.6;;9/9/2010;172.49;;9/9/2010;358.57;;9/9/2010;274.16;;9/9/2010;292.64;;9/9/2010;420.03;;9/9/2010;141.41;;9/9/2010;85.3;;9/9/2010;129.16
9/10/2010;1109.55;;9/10/2010;450.78;;9/10/2010;329.51;;9/10/2010;280.22;;9/10/2010;407.17;;9/10/2010;334.38;;9/10/2010;375.34;;9/10/2010;425.66;;9/10/2010;127.84;;9/10/2010;315.9;;9/10/2010;304.2577;;9/10/2010;158.29;;9/10/2010;178.05;;9/10/2010;112.67;;9/10/2010;116.8;;9/10/2010;198.4;;9/10/2010;176.81;;9/10/2010;173.53;;9/10/2010;359.34;;9/10/2010;272.06;;9/10/2010;293.89;;9/10/2010;424.03;;9/10/2010;141.39;;9/10/2010;85.62;;9/10/2010;129.92
9/13/2010;1121.9;;9/13/2010;458.67;;9/13/2010;329.4;;9/13/2010;283.71;;9/13/2010;409.45;;9/13/2010;333.23;;9/13/2010;383.21;;9/13/2010;431.26;;9/13/2010;131.77;;9/13/2010;316.75;;9/13/2010;312.251;;9/13/2010;158.91;;9/13/2010;179.64;;9/13/2010;114.02;;9/13/2010;117.24;;9/13/2010;201.47;;9/13/2010;179.29;;9/13/2010;174.4;;9/13/2010;359.67;;9/13/2010;280.49;;9/13/2010;294.91;;9/13/2010;427.03;;9/13/2010;143.42;;9/13/2010;87.4;;9/13/2010;131.09
9/14/2010;1121.1;;9/14/2010;459.02;;9/14/2010;330.53;;9/14/2010;282.43;;9/14/2010;408.36;;9/14/2010;332.28;;9/14/2010;386.33;;9/14/2010;436.46;;9/14/2010;129.86;;9/14/2010;318.11;;9/14/2010;308.0897;;9/14/2010;158.62;;9/14/2010;178.38;;9/14/2010;113.75;;9/14/2010;117.34;;9/14/2010;201.32;;9/14/2010;178.78;;9/14/2010;175.55;;9/14/2010;360.71;;9/14/2010;284.36;;9/14/2010;295.09;;9/14/2010;425.21;;9/14/2010;143.92;;9/14/2010;87.15;;9/14/2010;131.1
9/15/2010;1125.07;;9/15/2010;462.03;;9/15/2010;332.72;;9/15/2010;282.5;;9/15/2010;407.6;;9/15/2010;334.76;;9/15/2010;389.32;;9/15/2010;436.96;;9/15/2010;129.99;;9/15/2010;322;;9/15/2010;308.95;;9/15/2010;157.8;;9/15/2010;178.59;;9/15/2010;114.94;;9/15/2010;117.95;;9/15/2010;201.19;;9/15/2010;179.64;;9/15/2010;176.34;;9/15/2010;363.7;;9/15/2010;283.64;;9/15/2010;296.07;;9/15/2010;427.07;;9/15/2010;145.16;;9/15/2010;87;;9/15/2010;131.39
